income,credit_score,debt_to_income,years_employed,age,education_level,num_credit_accounts,neighborhood_code,loan_amount_requested,has_cosigner,approved
40183.88,678,0.039,1.0,60,1,5,3,5203.52,0,0
91019.3,636,0.242,1.5,64,3,7,6,64319.37,0,1
59271.5,572,0.386,0.6,49,1,2,2,85839.08,1,0
30211.48,794,0.114,1.5,28,1,7,3,10216.24,0,0
41975.7,727,0.359,3.4,42,1,3,2,81401.43,1,0
36056.36,623,0.225,9.0,44,0,5,6,97865.32,1,1
34375.71,738,0.296,3.8,40,3,5,7,92427.33,1,0
79973.03,674,0.358,1.4,32,0,9,9,56016.3,1,1
24689.38,657,0.264,0.2,43,3,3,4,86743.88,0,0
109577.84,715,0.384,4.9,41,0,6,7,78210.48,0,0
74169.99,621,0.344,2.7,29,0,5,6,82678.24,1,1
84578.12,652,0.425,20.8,65,1,6,5,42814.79,0,1
38891.47,690,0.045,7.6,64,1,4,8,50183.98,0,1
45480.08,640,0.512,8.3,58,2,2,1,27716.71,0,0
23942.83,734,0.268,0.1,39,3,6,8,9899.11,0,0
37709.56,830,0.153,7.5,37,1,4,7,61736.89,0,1
62744.58,620,0.117,1.1,55,0,6,5,34409.74,0,1
93716.69,547,0.163,4.4,50,1,7,7,52757.23,0,0
28181.52,520,0.308,3.0,49,2,5,6,96455.75,0,1
40833.05,668,0.191,4.2,24,1,4,9,10999.09,0,0
45449.2,627,0.436,0.7,50,0,4,7,87981.23,0,0
24394.32,697,0.135,3.1,65,1,4,8,13242.49,1,1
65885.56,691,0.341,0.2,22,1,9,8,67089.83,1,0
34132.48,552,0.389,0.2,36,1,6,6,37609.75,0,0
44458.21,535,0.344,5.4,44,2,1,8,14514.01,0,1
39105.77,704,0.223,15.2,54,0,5,9,76909.22,0,1
33035.26,691,0.179,7.5,23,2,5,4,71365.4,0,1
48848.43,646,0.38,3.2,63,0,6,8,65824.48,0,1
44011.01,547,0.202,0.3,20,1,4,2,96663.81,1,0
40703.57,718,0.211,0.2,63,1,4,6,7249.37,1,0
34056.26,782,0.203,0.9,19,2,4,2,46292.97,0,0
57512.77,702,0.447,18.6,26,0,6,2,58452.98,0,0
112062.12,612,0.397,2.5,60,3,5,3,38981.62,0,0
52572.25,684,0.072,9.3,63,2,5,8,68602.24,1,1
80664.92,571,0.378,6.1,69,0,7,1,90424.27,0,0
24462.31,765,0.068,4.6,24,2,3,8,71213.42,0,0
53044.2,687,0.262,14.8,45,1,6,6,59090.62,0,0
28319.78,539,0.398,1.3,22,2,8,6,75094.86,0,0
23424.49,656,0.237,3.0,26,3,6,1,15414.93,0,1
33870.99,717,0.035,10.0,27,2,5,5,64849.47,0,1
88960.67,653,0.498,4.0,21,1,7,2,43688.16,0,0
78826.77,658,0.449,1.4,64,2,5,2,35285.56,0,0
55353.9,582,0.277,1.2,25,1,5,1,53175.31,1,0
22780.26,725,0.298,7.0,51,1,2,7,81449.63,0,1
44438.42,628,0.413,0.1,51,1,5,9,44194.17,1,0
57002.48,507,0.108,12.3,28,3,6,6,71732.68,0,1
53517.72,650,0.143,0.1,70,1,6,9,60945.02,0,0
20000.0,758,0.211,5.0,36,1,4,6,92034.77,1,1
31408.73,649,0.764,4.6,65,1,5,6,47260.0,1,1
47475.12,819,0.306,4.3,67,2,6,6,82892.4,0,0
64096.53,714,0.384,3.2,67,1,2,4,84987.79,0,0
20000.0,707,0.374,9.6,57,2,6,8,49096.68,0,1
45203.87,670,0.32,5.4,31,0,5,8,51415.98,0,0
52655.42,675,0.061,7.6,24,2,4,2,36674.35,0,1
74967.2,659,0.08,0.6,48,1,2,5,52077.51,0,0
69315.84,656,0.399,0.3,37,1,9,2,28679.12,1,0
65597.03,722,0.409,0.1,61,1,4,9,86535.34,1,0
32860.6,605,0.261,0.8,57,0,7,9,28741.76,1,1
20000.0,594,0.251,5.5,32,1,14,1,29474.21,0,1
40274.49,590,0.065,3.4,19,3,7,7,90087.57,0,0
80887.61,844,0.135,7.0,30,2,5,1,55555.22,0,0
98393.23,722,0.368,1.1,47,1,6,8,14988.1,1,1
69931.72,704,0.227,2.3,22,3,6,5,37843.87,0,1
60758.99,595,0.4,11.0,52,2,2,1,72011.71,1,0
59267.7,730,0.326,13.7,53,1,2,1,43551.41,0,0
37121.09,671,0.281,12.7,27,1,9,1,45201.74,0,0
45934.41,697,0.116,8.5,49,1,7,2,52375.37,0,0
112931.28,602,0.235,5.8,50,0,3,8,26138.01,1,1
30598.95,693,0.242,12.2,43,2,7,2,45285.19,0,0
109906.95,646,0.268,6.3,68,0,4,2,25457.5,0,0
41730.43,619,0.187,15.4,24,1,3,8,38320.79,0,1
95103.02,739,0.331,0.1,39,2,3,5,55575.14,1,1
24260.2,557,0.562,12.7,64,3,2,9,70903.74,0,0
65706.43,725,0.181,4.1,38,0,3,6,65222.86,0,0
33915.08,735,0.686,0.6,40,1,0,1,59674.84,1,0
24157.89,610,0.392,1.2,53,1,10,6,61575.72,1,0
54680.75,614,0.154,9.6,53,2,7,2,53538.21,1,1
81205.31,662,0.135,3.5,19,3,4,7,63388.31,1,0
32129.48,703,0.547,20.3,42,0,8,7,40674.28,0,1
23167.18,668,0.074,0.6,35,1,4,10,90447.53,0,0
46820.56,715,0.225,2.7,51,0,6,3,61103.23,1,0
46923.9,821,0.227,2.0,47,2,5,5,93976.19,0,1
64483.19,639,0.266,3.6,52,0,3,7,43435.29,0,1
78810.17,543,0.397,5.0,52,2,4,7,42478.9,0,0
47585.93,746,0.155,5.4,31,0,3,7,96676.89,0,1
123964.64,815,0.215,0.0,31,2,3,1,74260.32,0,0
54836.83,711,0.325,0.5,37,0,2,3,54280.26,0,0
41224.45,593,0.323,0.2,31,1,2,1,73258.09,0,0
21899.44,670,0.481,10.0,54,1,7,1,42688.74,1,1
42987.74,591,0.101,1.9,49,0,3,8,77086.73,0,1
41431.91,731,0.385,2.3,29,0,6,7,24909.92,0,0
79233.34,572,0.238,3.0,64,0,5,5,95333.58,0,0
61774.25,656,0.336,9.5,42,0,3,6,48781.18,0,0
27182.14,600,0.178,0.1,25,0,6,9,13826.12,0,1
53429.97,690,0.412,0.6,29,1,5,1,85276.22,0,0
68580.64,651,0.161,5.8,46,2,5,2,89964.05,0,0
105241.78,694,0.382,16.6,36,2,7,9,74346.02,1,1
76401.07,682,0.365,5.1,62,0,5,8,64821.88,0,0
71712.71,601,0.205,1.5,44,0,6,7,93199.8,0,0
50515.88,730,0.635,3.7,66,2,9,6,64095.31,0,0
59525.26,676,0.372,18.4,23,1,7,8,80184.45,1,1
91560.25,601,0.155,3.8,53,0,6,2,49768.3,1,0
25175.12,850,0.297,2.3,64,1,4,2,74084.55,0,0
41162.39,718,0.158,2.4,33,0,6,5,99903.33,0,0
33313.42,668,0.356,17.1,25,0,2,10,41337.99,0,0
59253.29,793,0.415,6.3,42,2,6,6,73410.14,0,1
90681.72,827,0.147,5.8,68,0,7,8,19144.73,0,1
36370.48,668,0.06,1.3,51,3,10,1,65334.37,0,0
20000.0,708,0.047,4.1,51,2,5,9,35674.36,0,0
39890.35,601,0.528,2.2,53,2,4,4,87326.71,0,0
77399.6,668,0.304,1.4,20,1,7,6,39165.76,1,1
64139.45,664,0.3,11.3,41,0,4,1,47288.7,0,0
60723.93,695,0.222,2.4,22,1,5,5,98129.48,0,0
42616.78,707,0.164,1.7,34,1,3,6,25460.23,0,0
25860.83,725,0.068,13.4,61,3,4,9,58652.29,0,1
63427.14,699,0.55,1.1,52,0,3,1,87057.04,1,0
32301.18,583,0.118,6.8,70,2,1,3,34908.54,0,1
146100.26,605,0.341,5.3,27,1,9,5,6450.95,0,1
65202.53,636,0.346,12.7,39,2,9,6,90152.39,0,1
36668.59,657,0.21,8.9,60,1,7,3,63865.05,0,1
36109.36,764,0.143,6.1,29,1,6,5,26890.39,0,1
46794.82,587,0.326,1.9,26,3,5,6,31251.79,0,0
43488.38,651,0.178,3.4,40,0,4,5,80960.79,0,0
85683.61,756,0.12,14.5,38,0,3,2,65999.31,0,1
53809.65,656,0.142,0.1,69,1,4,9,74597.05,0,0
34002.32,717,0.201,7.9,42,1,4,9,59836.12,0,0
126149.17,669,0.07,1.5,63,0,5,8,80053.85,0,0
50244.39,701,0.034,1.0,64,0,6,7,83001.31,0,1
71999.89,662,0.052,1.3,26,0,2,8,41755.19,1,0
36166.43,733,0.266,0.3,55,2,8,10,90591.35,0,1
58780.05,556,0.033,24.1,32,1,6,6,52993.95,1,1
57271.31,651,0.038,10.2,23,2,9,7,20215.73,0,1
20000.0,704,0.467,3.7,63,1,3,8,25755.08,1,0
134273.97,723,0.14,6.3,33,2,7,7,74713.35,1,1
93463.12,799,0.264,4.1,36,1,6,9,40847.38,0,1
40191.16,649,0.436,8.3,35,1,4,7,29931.77,0,0
28250.46,798,0.161,9.3,28,1,2,9,62453.34,0,0
58324.69,627,0.429,1.3,41,0,6,9,79315.67,0,0
51192.53,786,0.267,3.1,40,3,3,5,15376.51,0,0
58561.6,745,0.339,5.0,39,2,4,5,47666.97,0,1
53948.69,607,0.501,19.2,66,1,5,8,78289.69,1,1
63140.68,705,0.185,5.7,36,3,4,7,90844.74,0,1
101078.51,676,0.367,11.4,20,1,6,6,6287.28,0,1
65124.21,730,0.016,9.4,27,1,10,3,67328.54,0,0
29003.51,662,0.036,4.4,56,2,3,5,61750.28,0,0
96885.14,655,0.357,11.2,49,1,5,9,54185.39,0,1
111335.93,790,0.199,2.4,67,1,2,8,20218.72,0,1
200000.0,672,0.276,2.4,54,1,7,6,75469.83,1,1
27952.25,746,0.116,7.6,28,1,8,2,42315.62,0,1
55350.5,662,0.347,0.7,24,0,4,8,27289.38,0,1
20000.0,813,0.515,1.8,45,0,4,6,85752.39,0,0
64639.09,626,0.238,4.7,53,3,6,2,34167.85,0,0
37268.35,631,0.28,2.7,27,1,5,7,23849.48,0,0
128248.22,802,0.278,14.1,49,0,5,8,34644.42,0,1
33279.36,644,0.134,15.9,63,2,7,9,22200.01,0,1
21065.85,808,0.207,3.5,56,0,8,10,78840.95,0,1
38729.94,751,0.067,3.9,53,0,4,4,22296.66,1,0
20000.0,668,0.627,6.4,59,3,8,1,73083.47,0,1
71364.06,535,0.368,3.1,23,3,4,10,20437.55,0,1
20000.0,678,0.349,1.1,29,0,4,6,26499.11,1,1
49723.29,688,0.283,6.9,20,2,2,4,37539.39,0,0
20000.0,773,0.667,6.7,26,2,7,9,95255.76,0,1
41766.55,807,0.026,1.4,65,1,4,5,91812.54,0,1
111489.88,625,0.09,8.9,30,1,4,9,13085.99,0,0
58707.57,744,0.448,4.8,52,0,3,6,36903.18,1,1
31832.82,741,0.486,1.3,54,0,4,9,37902.74,0,0
48261.93,766,0.235,5.3,52,1,1,7,25098.58,0,0
49464.4,720,0.573,1.3,47,2,6,3,46383.6,1,1
62088.44,525,0.341,1.5,43,1,6,9,76059.55,0,1
24749.75,668,0.689,9.4,40,0,4,5,14437.41,0,1
65925.7,588,0.44,13.3,66,0,4,8,68806.87,0,1
20000.0,664,0.328,1.5,18,1,6,7,29772.53,0,0
35776.9,758,0.219,13.2,21,1,6,9,66031.78,0,0
38401.93,704,0.423,1.4,44,0,6,8,69779.89,0,0
67283.04,772,0.094,0.6,35,1,7,7,74173.06,0,0
49578.64,707,0.164,0.3,39,2,4,6,86862.42,1,1
24275.39,576,0.239,1.4,70,0,3,7,90463.88,0,0
29956.55,478,0.5,2.4,58,0,3,10,77117.37,0,0
54140.62,692,0.362,13.1,64,0,6,1,50704.33,0,0
47120.64,663,0.421,1.4,37,3,2,1,9197.36,1,0
36696.55,602,0.428,2.3,30,1,4,1,94025.21,0,0
38545.06,544,0.485,6.6,58,1,4,2,62126.11,0,1
69430.67,621,0.292,1.8,60,2,6,8,55784.24,0,0
37841.2,664,0.371,5.8,47,1,4,7,27751.14,0,1
46908.51,733,0.343,2.8,65,0,4,5,70002.44,0,0
145069.51,695,0.491,1.1,68,1,8,4,99499.44,1,0
24056.46,809,0.239,6.6,42,1,3,7,36352.77,0,0
20000.0,597,0.172,0.1,30,0,10,6,80960.1,0,1
72532.85,750,0.058,1.7,45,0,7,6,32656.68,0,0
34915.23,684,0.242,2.2,69,1,5,6,51334.45,0,0
41809.6,736,0.172,3.1,33,2,6,6,25262.19,1,1
33170.69,645,0.282,5.7,50,0,5,3,53714.55,0,0
43049.24,766,0.072,3.1,54,1,4,1,48633.57,0,1
109018.08,704,0.064,4.5,29,3,5,9,8697.02,0,1
73208.31,626,0.119,4.5,49,0,5,8,41271.53,0,1
75441.42,679,0.606,2.3,34,1,7,1,10958.63,0,0
24146.3,661,0.214,13.6,62,1,7,10,47809.44,0,1
27568.34,719,0.281,15.6,55,0,5,5,98116.27,0,1
20000.0,586,0.479,4.4,61,2,5,4,32832.81,1,0
32705.86,678,0.297,0.4,28,2,8,10,53985.77,0,1
79090.78,712,0.293,3.4,20,2,8,9,17368.65,0,1
63479.56,683,0.126,1.0,62,0,3,9,19627.4,1,0
43881.29,788,0.536,3.3,38,2,6,8,38769.6,0,1
48477.25,742,0.165,1.0,27,1,5,2,51525.06,0,0
34736.88,679,0.158,6.1,23,0,9,8,71633.85,0,1
54305.43,697,0.34,0.4,45,0,2,9,48385.81,1,1
71893.36,704,0.411,15.3,26,3,7,3,7316.61,0,1
21852.19,712,0.225,1.1,47,1,3,2,30741.09,1,0
56944.01,534,0.128,5.4,56,2,6,5,7353.46,1,0
78136.88,656,0.168,12.4,46,0,4,2,92204.46,1,0
39832.95,561,0.239,1.4,65,2,6,2,7758.33,0,1
69588.2,782,0.334,13.6,26,0,4,7,9711.09,1,1
200000.0,675,0.16,2.5,44,0,5,7,33336.17,0,1
46528.89,665,0.836,16.2,26,3,3,1,65071.24,0,1
59674.11,752,0.58,17.8,64,0,3,9,39005.9,0,0
33893.26,714,0.257,1.0,66,1,6,1,10848.76,0,0
53670.86,590,0.126,8.9,39,2,6,8,84443.86,0,1
61705.96,674,0.108,1.1,34,2,5,7,71520.95,0,1
54036.83,653,0.578,1.3,33,1,6,8,42655.34,1,1
29441.26,540,0.371,0.4,63,1,9,8,69306.16,0,0
54348.97,625,0.07,0.9,53,1,5,9,31085.76,0,0
101833.86,665,0.409,5.0,64,0,4,10,55147.44,0,1
61348.0,671,0.106,3.0,24,0,3,10,88648.29,0,0
79300.01,561,0.151,7.8,43,1,9,1,15229.7,0,1
43542.56,772,0.394,2.0,53,1,1,1,85454.9,0,0
71321.29,672,0.222,17.3,65,0,8,9,79912.09,0,0
56366.7,683,0.549,0.3,38,0,3,9,95164.58,0,1
30471.42,712,0.435,0.3,34,1,4,6,53808.8,0,0
57483.92,617,0.301,6.0,65,1,5,9,31116.54,1,1
29856.32,717,0.067,10.9,20,1,9,10,38544.44,0,1
35723.35,651,0.22,7.9,43,0,2,2,65781.89,0,0
53888.06,608,0.138,3.4,42,2,7,1,18375.56,1,0
56875.62,726,0.215,1.6,26,2,5,2,38408.47,0,0
27048.42,799,0.414,0.1,39,0,6,8,74011.13,0,1
83032.96,738,0.283,3.6,56,0,2,8,59505.99,1,1
65251.42,754,0.183,3.2,37,2,5,7,10961.47,0,0
34462.8,638,0.185,2.1,34,3,6,1,52201.16,0,0
22724.7,552,0.117,4.3,59,0,7,7,54800.6,0,1
45594.74,799,0.15,6.5,69,0,6,10,71576.59,0,1
39223.37,844,0.31,6.0,59,0,5,9,6012.23,0,0
51873.86,803,0.396,1.5,62,1,3,1,45698.3,0,0
40881.86,653,0.173,4.4,67,3,4,6,89228.55,0,0
20000.0,588,0.393,0.8,60,2,3,8,7389.11,0,1
40369.37,595,0.247,0.6,69,1,7,3,68878.97,0,0
42074.22,545,0.506,7.7,57,2,4,8,26202.31,1,1
67294.28,671,0.354,5.9,52,0,10,2,41811.12,0,0
34575.48,808,0.305,7.3,54,1,4,7,88990.59,1,1
113474.94,669,0.338,0.8,65,1,10,8,39440.13,0,0
20000.0,704,0.406,12.3,54,0,4,7,56817.87,0,0
94427.13,790,0.191,0.7,58,0,5,2,13515.94,1,1
43819.78,648,0.588,10.2,29,1,4,7,35847.03,0,1
75341.96,843,0.131,2.2,65,2,5,5,18456.83,1,1
51016.31,839,0.342,0.6,41,1,7,3,58347.94,0,0
86662.61,670,0.353,1.7,26,0,6,9,48679.73,1,0
40389.25,634,0.416,1.0,60,0,4,8,30134.79,0,0
28302.06,736,0.092,3.4,37,0,5,5,99964.21,1,0
99733.02,652,0.673,15.0,28,0,4,8,19561.07,0,1
46316.78,587,0.15,2.0,31,1,4,1,83420.73,0,1
54763.5,782,0.383,4.7,20,0,6,4,8397.3,1,0
90887.34,777,0.334,11.1,23,2,6,5,85449.56,1,1
29261.34,692,0.406,5.0,49,2,2,9,50314.33,0,1
66022.14,579,0.251,2.2,63,1,2,1,83678.06,0,0
36499.46,582,0.085,23.5,41,1,4,10,75982.99,0,1
45886.0,689,0.408,1.0,51,0,2,9,59400.26,0,0
50824.79,640,0.268,3.7,60,1,2,8,40298.83,0,0
23153.22,653,0.296,8.0,37,2,4,9,68223.67,0,1
33209.18,762,0.046,0.0,52,1,3,7,84092.07,0,1
96330.13,739,0.653,6.1,36,0,9,9,52814.08,0,1
76350.94,790,0.12,1.5,51,2,5,8,44412.45,0,0
47509.27,601,0.153,0.9,29,1,7,5,18574.93,0,0
55357.18,653,0.304,1.6,69,1,6,7,90143.54,0,0
42314.23,741,0.35,17.0,22,1,5,9,30393.82,0,1
96595.91,716,0.442,11.1,44,0,6,9,16734.49,0,1
44348.04,803,0.114,1.2,33,1,5,9,11291.04,0,1
55045.81,714,0.668,0.6,49,1,4,6,76324.15,0,0
86943.61,828,0.21,2.3,40,3,4,10,69124.62,0,0
33233.52,723,0.383,4.5,34,0,4,2,16443.55,0,0
106872.8,765,0.187,10.1,31,1,4,10,55363.52,0,1
22805.78,654,0.537,16.9,27,3,10,8,19506.08,0,1
110726.79,681,0.181,7.0,59,0,4,1,41439.35,0,0
40686.93,753,0.22,4.6,30,2,3,5,79372.5,1,1
43418.92,809,0.457,0.8,58,0,4,8,26644.41,0,1
20000.0,738,0.514,0.4,43,0,7,5,7632.92,1,1
39050.18,673,0.394,4.5,22,1,4,2,23367.02,0,0
29146.69,790,0.265,3.9,27,2,5,7,43047.02,0,1
36176.93,505,0.275,9.4,64,0,5,2,27959.82,0,0
45768.19,566,0.471,1.9,49,1,4,2,73611.15,0,0
79133.83,735,0.514,0.2,28,0,9,8,79972.04,0,1
54382.72,681,0.149,2.8,55,0,3,2,27847.8,1,0
57173.07,728,0.063,17.4,61,1,4,6,30519.14,0,1
28345.97,685,0.086,7.9,35,1,7,1,58206.9,0,0
31559.28,726,0.49,0.2,47,0,6,7,76488.97,0,0
120494.88,615,0.256,10.4,33,1,1,3,96140.05,0,1
33941.7,726,0.189,3.2,22,2,2,8,33552.39,1,0
112207.39,760,0.172,2.3,39,0,4,10,91551.76,0,1
43411.05,778,0.597,2.1,57,1,1,6,22267.19,1,1
49076.91,841,0.505,4.5,42,0,7,9,8900.7,0,1
83715.76,700,0.289,3.8,39,1,3,2,80286.88,0,0
92590.91,702,0.413,5.3,37,2,7,9,50468.35,0,1
46378.61,558,0.357,4.3,42,3,4,10,12301.31,1,1
40371.46,637,0.201,0.8,35,0,9,9,11755.08,0,0
47669.15,665,0.351,1.5,50,1,6,4,6293.76,0,0
58045.29,764,0.236,9.2,21,1,4,6,34100.88,0,1
76546.36,631,0.508,5.4,60,2,4,8,74859.52,1,0
49124.59,744,0.304,3.0,27,2,4,8,68204.82,0,1
66798.98,680,0.355,1.0,51,1,13,2,99968.44,0,0
111210.48,666,0.252,0.0,41,3,4,8,61423.5,1,0
59317.21,700,0.307,1.9,58,3,4,2,15494.86,1,1
57286.85,649,0.408,0.3,61,1,0,10,97957.54,0,0
22937.87,646,0.297,3.3,29,1,8,1,70832.29,0,0
20000.0,544,0.465,8.6,53,1,7,3,40533.4,0,1
59527.15,660,0.4,1.7,28,1,7,1,28464.51,0,1
46750.86,642,0.355,9.4,24,1,4,5,26105.84,0,0
37896.3,639,0.28,6.1,66,1,3,2,95842.15,0,1
55368.44,713,0.327,0.7,27,0,5,9,44844.99,0,0
47562.42,733,0.389,5.2,30,2,2,3,51246.64,1,1
86153.87,699,0.133,0.8,25,3,6,6,84496.21,0,1
51177.51,760,0.198,5.3,42,0,8,3,96567.09,0,0
33743.34,726,0.088,0.8,66,2,7,6,5417.37,0,1
80425.22,656,0.353,2.5,32,1,6,2,99073.11,1,1
43977.55,643,0.21,4.2,46,1,4,2,12168.85,1,0
63784.68,705,0.154,0.3,39,1,7,9,84499.32,1,1
38611.08,726,0.252,0.8,35,1,3,7,95280.27,0,0
35421.94,792,0.109,1.9,48,1,3,2,58305.79,0,0
51127.82,775,0.101,3.1,47,2,4,2,57412.78,0,0
49336.25,637,0.182,9.8,37,1,7,3,68556.32,1,0
62312.26,672,0.173,1.0,62,1,8,7,38518.99,0,1
42859.27,734,0.333,2.1,21,1,7,8,20751.32,0,0
20000.0,765,0.077,3.2,22,3,4,2,11309.43,0,0
39482.51,755,0.283,1.8,70,0,5,2,88704.61,0,0
72904.76,675,0.069,4.9,57,1,10,10,56996.12,0,1
42247.99,580,0.512,1.5,60,2,4,4,70936.71,0,0
43339.0,600,0.181,7.4,49,2,7,8,36544.96,0,1
80272.97,702,0.188,3.5,40,3,7,2,81665.81,0,1
34338.19,707,0.487,0.5,51,0,5,5,38242.52,1,0
22665.48,592,0.091,4.9,23,2,2,3,7827.31,0,0
45237.63,684,0.351,4.2,57,2,6,10,37005.92,0,1
38480.74,730,0.564,2.1,46,2,2,2,85780.96,0,0
30238.67,588,0.249,0.1,68,1,4,2,88209.4,0,0
44905.28,768,0.138,1.1,51,0,6,1,93798.27,0,0
62677.19,650,0.113,2.6,26,1,7,8,52450.45,0,0
48793.66,781,0.335,1.1,43,1,6,9,95876.36,0,0
57153.19,637,0.244,4.3,21,1,7,3,52421.96,0,0
121382.72,598,0.032,6.2,57,2,6,4,19621.97,0,1
41297.64,643,0.29,9.7,44,1,4,8,52693.51,0,0
56340.8,672,0.301,5.2,37,0,4,7,87518.35,0,1
38001.97,649,0.175,5.8,68,1,4,9,79640.54,0,1
32106.7,663,0.421,4.7,67,0,6,5,46235.05,1,0
36590.58,707,0.018,21.2,68,0,6,2,25191.62,0,1
38585.07,666,0.346,1.5,29,1,3,1,60206.36,0,0
58673.17,675,0.427,1.5,56,2,3,3,93466.41,0,0
158663.03,543,0.485,0.7,67,2,4,7,21861.76,0,0
34268.38,711,0.348,3.3,48,1,3,4,83568.82,0,0
39802.59,673,0.213,0.5,29,2,7,3,18995.84,0,1
47497.79,809,0.279,1.6,61,0,6,8,92362.08,0,1
59748.5,605,0.129,3.3,64,3,4,8,70859.34,0,1
55925.48,535,0.179,15.8,55,3,1,5,15372.23,0,1
93157.59,729,0.191,16.6,33,1,7,9,24230.36,0,1
20000.0,708,0.336,6.8,28,0,2,5,93057.56,0,1
20000.0,599,0.046,2.5,50,1,6,8,53218.81,0,0
38256.2,558,0.304,10.0,43,0,6,6,48081.63,0,1
84850.83,803,0.174,10.4,53,1,9,2,10535.83,0,1
22408.06,793,0.53,12.1,24,0,3,7,12983.78,0,1
20000.0,481,0.34,5.1,25,1,10,7,70706.62,0,0
65224.45,643,0.066,1.1,37,0,2,8,78808.72,0,1
55371.96,813,0.328,0.5,31,0,4,2,87365.62,0,0
28421.35,642,0.443,12.3,50,0,8,6,52766.94,0,1
29948.37,641,0.306,0.3,37,0,5,6,36214.49,0,0
30185.84,657,0.197,1.8,54,2,8,8,64424.65,0,1
51806.33,590,0.327,3.3,58,1,6,5,63793.61,0,0
35840.81,544,0.415,0.1,28,1,9,8,8293.31,0,0
62757.41,764,0.724,11.9,66,1,8,10,94186.27,0,1
20000.0,533,0.496,1.7,59,0,1,9,66043.23,0,0
31938.71,700,0.394,0.1,51,1,4,7,5614.51,1,0
27916.5,751,0.293,25.2,65,1,3,6,96165.25,1,1
43123.77,564,0.094,1.9,32,3,7,10,95501.84,0,1
37458.02,606,0.332,10.5,40,1,4,3,94862.38,0,0
73051.64,777,0.2,3.0,22,1,4,7,89445.38,0,0
20000.0,723,0.477,5.4,42,2,6,1,22540.42,0,0
50148.59,631,0.146,1.4,44,2,3,1,97831.42,0,0
64806.96,776,0.313,3.5,50,3,6,5,77383.58,1,0
124035.58,777,0.53,1.5,21,1,7,2,65871.92,1,0
38527.09,702,0.301,15.1,20,0,8,1,94553.71,0,1
57654.83,608,0.462,0.3,40,2,9,7,41203.29,0,1
20000.0,647,0.396,1.6,28,0,1,10,93480.05,0,0
20000.0,703,0.692,11.2,57,1,5,8,62540.03,0,0
74786.09,665,0.232,3.3,53,1,6,9,60033.25,0,1
48884.71,755,0.085,4.6,35,1,9,9,66365.38,0,1
88367.22,558,0.102,5.3,20,2,7,10,76645.23,0,1
24668.9,560,0.08,0.4,27,0,3,1,47267.41,0,0
63573.44,694,0.203,0.1,54,3,3,2,98157.41,0,0
124792.66,641,0.32,13.9,69,0,4,6,13409.29,0,1
60466.99,630,0.34,1.6,35,0,6,9,91813.28,0,1
56291.05,539,0.316,2.4,60,1,6,1,67455.19,0,0
49230.96,682,0.254,5.7,63,3,3,9,91442.07,0,1
22349.5,676,0.722,1.3,21,1,7,9,40032.2,0,0
96547.12,732,0.308,6.6,66,1,5,2,83754.88,0,0
36118.89,686,0.417,3.1,42,1,3,7,63518.87,0,1
63085.21,669,0.203,9.7,68,0,7,2,83955.34,1,0
22437.36,774,0.347,1.6,46,1,7,10,35877.13,1,0
27180.91,575,0.149,1.1,30,1,4,8,92143.61,0,0
100462.89,723,0.053,8.9,69,3,2,9,92802.88,0,1
41206.4,546,0.246,2.0,31,0,8,6,50108.21,0,0
101380.67,613,0.184,2.7,64,1,4,1,43029.91,0,0
47140.35,583,0.234,7.9,27,1,5,9,59643.44,0,0
20000.0,743,0.22,5.0,53,1,5,3,24017.52,0,0
76575.6,675,0.112,2.9,39,1,2,7,52139.91,1,1
36499.5,679,0.139,1.4,69,1,3,8,90197.98,0,0
69518.24,591,0.128,7.2,28,0,4,5,39691.72,1,1
49642.64,656,0.231,1.0,39,2,2,2,74924.64,0,0
22661.91,619,0.01,13.2,51,1,1,8,64196.66,0,1
53217.76,711,0.162,0.8,69,1,4,9,29832.06,0,0
146988.79,601,0.308,8.2,34,1,4,2,55517.71,0,0
62723.61,786,0.388,2.8,39,1,7,1,85996.16,1,0
47631.1,546,0.203,1.0,42,2,7,2,57717.29,0,0
83924.4,615,0.258,2.6,31,1,5,7,71200.22,0,0
54466.13,814,0.328,1.3,61,0,3,5,78661.98,0,0
54435.25,645,0.422,0.7,23,1,6,5,9692.96,0,0
28401.22,575,0.056,1.4,55,0,4,2,9869.17,0,0
55101.05,698,0.189,10.1,46,1,5,1,15921.2,0,1
82266.7,642,0.311,0.6,31,1,5,5,20485.03,1,1
32272.44,613,0.227,18.0,44,0,3,6,82087.05,0,0
99932.27,592,0.107,0.0,61,2,2,6,46380.67,0,1
46823.8,850,0.249,5.4,41,0,4,8,22599.96,0,0
31448.77,660,0.387,9.7,24,3,4,9,55521.21,0,1
80726.0,526,0.743,13.6,20,0,2,8,77517.32,0,1
42472.11,799,0.473,0.8,58,3,6,1,18306.05,1,0
71664.98,729,0.322,6.0,35,1,0,9,37718.24,0,1
42366.82,619,0.256,0.6,66,0,7,5,23465.14,0,0
47576.15,605,0.454,2.2,50,0,6,9,66405.62,0,0
62741.61,734,0.253,6.6,41,0,6,10,17999.32,0,1
56695.41,660,0.405,2.1,47,0,7,8,79204.09,1,0
20000.0,526,0.146,1.9,42,0,3,8,24743.19,0,0
27983.72,823,0.125,0.6,65,1,3,8,10567.19,0,0
78018.79,645,0.245,0.3,42,0,8,10,91532.52,0,0
